cod_depto,professor
381,MARIA ZELIA BORBA ROCHA
381,REMI CASTIONI
381,CATARINA DE ALMEIDA SANTOS
381,CATARINA DE ALMEIDA SANTOS
381,CRISTINA HELENA ALMEIDA DE CARVALHO
381,MARIA ZELIA BORBA ROCHA
381,ADRIANA ALMEIDA SALES DE MELO
381,GIRLENE RIBEIRO DE JESUS
381,GIRLENE RIBEIRO DE JESUS
381,ANA SHEILA FERNANDES COSTA
381,ANA SHEILA FERNANDES COSTA
381,FLAVIO BEZERRA DE SOUSA
381,MARCIA FRANCISCA DIOGO RODRIGUES
381,LIEGE GEMELLI KUCHENBECKER
381,MARCIA FRANCISCA DIOGO RODRIGUES
381,LIEGE GEMELLI KUCHENBECKER
381,FRANCISCO JOSE RENGIFO HERRERA
381,SILMARA CARINA DORNELAS MUNHOZ
381,CRISTINA MASSOT MADEIRA COELHO
381,FRANCISCO JOSE RENGIFO HERRERA
381,FATIMA LUCILIA VIDAL RODRIGUES
381,CANDIDA BEATRIZ ALVES
381,CANDIDA BEATRIZ ALVES
381,VIVIANE NEVES LEGNANI
381,SIMONE APARECIDA LISNIOWSKI
381,DAIANE APARECIDA ARAUJO DE OLIVEIRA
381,SIMONE APARECIDA LISNIOWSKI
381,VIVIANE NEVES LEGNANI
381,TATIANA YOKOY DE SOUZA
381,DAIANE APARECIDA ARAUJO DE OLIVEIRA
381,DANIEL MAGALHAES GOULART
381,DANIEL MAGALHAES GOULART
381,DAIANE APARECIDA ARAUJO DE OLIVEIRA
381,ALIA MARIA BARRIOS GONZALEZ
381,DAIANE APARECIDA ARAUJO DE OLIVEIRA
381,CARLOS ALBERTO LOPES DE SOUSA
381,WIVIAN JANY WELLER
381,ERLANDO DA SILVA RESES
381,DENYLSON DOUGLAS DE LIMA CARDOSO
381,DENYLSON DOUGLAS DE LIMA CARDOSO
381,WILDER SILVA DE SOUZA
381,LUCIANA DE MELLO GOMIDE
381,RAINRI BACK DOS SANTOS
381,RAINRI BACK DOS SANTOS
381,BENEDETTA BISOL
381,LUCIANA DE MELLO GOMIDE
381,MARIA DA CONCEICAO DA SILVA FREITAS
381,EDUARDO DI DEUS
381,ROSANGELA AZEVEDO CORREA
381,JOSE ZUCHIWSCHI
381,VINICIUS FERREIRA NATAL
381,MARIA ABADIA DA SILVA
381,DENYLSON DOUGLAS DE LIMA CARDOSO
381,DENYLSON DOUGLAS DE LIMA CARDOSO
381,ROSANGELA AZEVEDO CORREA
381,MARCIA FRANCISCA DIOGO RODRIGUES
381,MARCIA FRANCISCA DIOGO RODRIGUES
381,MARCIA FRANCISCA DIOGO RODRIGUES
381,MARCIA FRANCISCA DIOGO RODRIGUES
381,CAROLINE BAHNIUK
381,CAETANA JURACY REZENDE SILVA
381,CAROLINE BAHNIUK
381,BERNARDO KIPNIS
381,CATIA PICCOLO VIERO DEVECHI
381,RAQUEL DE ALMEIDA MORAES
381,JOSE ZUCHIWSCHI
381,PAULO HENRIQUE PEREIRA SILVA DE FELIPE
381,PAULO HENRIQUE PEREIRA SILVA DE FELIPE
381,CAROLINE BAHNIUK
381,TATIANA YOKOY DE SOUZA
381,CLAUDIA MARCIA LYRA PATO
381,ALIA MARIA BARRIOS GONZALEZ
381,FATIMA LUCILIA VIDAL RODRIGUES
381,POLIANA REZENDE SOARES RODRIGUES
381,MARIA DA CONCEICAO DA SILVA FREITAS
381,SILMARA CARINA DORNELAS MUNHOZ
381,PAULO SERGIO DE ANDRADE BAREICHA
381,PAULO SERGIO DE ANDRADE BAREICHA
381,SILMARA CARINA DORNELAS MUNHOZ
381,EDUARDO DI DEUS
381,VINICIUS FERREIRA NATAL
381,VINICIUS FERREIRA NATAL
393,RINALDO ANDRE MEZZARANE
393,RINALDO ANDRE MEZZARANE
393,VICTOR LAGE
393,JACIARA OLIVEIRA LEITE
393,ROSANA AMARO
393,DANIEL CANTANHEDE BEHMOIRAS
393,RENATO BASTOS JOAO
393,JACIARA OLIVEIRA LEITE
393,PAULA RIBEIRO MESQUITA
393,ROSANA AMARO
393,RAIANE MAIARA DOS SANTOS PEREIRA
393,RAIANE MAIARA DOS SANTOS PEREIRA
393,PAULA RIBEIRO MESQUITA
393,JESSICA SERAFIM FRASSON
393,NORIBERTO BARBOSA DA SILVA
393,JITONE LEONIDAS SOARES
393,JUAN CARLOS PEREZ MORALES
393,ALICE MARIA CORREA MEDINA
393,RICARDO FLAVIO DE ARAUJO BEZERRA
393,MAYRHON JOSE ABRANTES FARIAS
393,JONATAS MAIA DA COSTA
393,ANA CRISTINA DE DAVID
393,MARISETE PERALTA SAFONS
393,AMILTON VIEIRA
393,VICTOR LAGE
393,MARTIM FRANCISCO BOTTARO MARQUES
393,FREDERICO SANTOS DE SANTANA
393,FREDERICO SANTOS DE SANTANA
393,RENATO BASTOS JOAO
393,LUIZ GUILHERME GROSSI PORTO
393,JUAN CARLOS PEREZ MORALES
393,ROCHELLE ROCHA COSTA
393,GUIDO DE JESUS DANTAS
393,GUIDO DE JESUS DANTAS
393,ROCHELLE ROCHA COSTA
393,GUIDO DE JESUS DANTAS
393,ROCHELLE ROCHA COSTA
393,GUIDO DE JESUS DANTAS
393,ROCHELLE ROCHA COSTA
393,GUIDO DE JESUS DANTAS
393,BRUNO VENTURA DOS SANTOS
393,BRUNO VENTURA DOS SANTOS
393,LUCIA KOBAYASHI
393,BRUNO VENTURA DOS SANTOS
393,GUIDO DE JESUS DANTAS
393,BRUNO VENTURA DOS SANTOS
393,GUIDO DE JESUS DANTAS
393,BRUNO VENTURA DOS SANTOS
393,ROCHELLE ROCHA COSTA
393,BRUNO VENTURA DOS SANTOS
393,GUIDO DE JESUS DANTAS
393,BRUNO VENTURA DOS SANTOS
393,GUIDO DE JESUS DANTAS
393,ROCHELLE ROCHA COSTA
393,BRUNO VENTURA DOS SANTOS
393,LEONARDO LAMAS LEANDRO RIBEIRO
393,FELIPE RODRIGUES DA COSTA
393,ROMULO MAIA CARLOS FONSECA
393,RICARDO MORENO LIMA
393,GUILHERME ECKHARDT MOLINA
393,LUCIANA HAGSTROM BEX
393,LIDIA MARA AGUIAR BEZERRA DE MELO
393,JAKE CARVALHO DO CARMO
393,RICARDO JACO DE OLIVEIRA
393,RICARDO JACO DE OLIVEIRA
393,ROCHELLE ROCHA COSTA
393,LIDIA MARA AGUIAR BEZERRA DE MELO
393,GLAUCO FALCAO DE ARAUJO FILHO
393,ALICE MARIA CORREA MEDINA
393,LAURO CASQUEIRO VIANNA
393,LAURO CASQUEIRO VIANNA
393,ROMULO MAIA CARLOS FONSECA
393,JONATAS MAIA DA COSTA
393,ALFREDO FERES NETO
393,ALFREDO FERES NETO
393,ADAUTO JOAO PULCINELLI
393,MARISETE PERALTA SAFONS
393,ADAUTO JOAO PULCINELLI
393,GUILHERME ECKHARDT MOLINA
393,GLAUCO FALCAO DE ARAUJO FILHO
393,AMILTON VIEIRA
393,LUIZ CEZAR DOS SANTOS
393,PAULA RIBEIRO MESQUITA
393,LUIZ RENATO VIEIRA
393,PEDRO FERNANDO AVALONE DE ATHAYDE
393,PEDRO FERNANDO AVALONE DE ATHAYDE
393,LUCIANA HAGSTROM BEX
393,FREDERICO SANTOS DE SANTANA
393,DULCE MARIA FILGUEIRA DE ALMEIDA
393,ANA CRISTINA DE DAVID
393,PAULO HENRIQUE AZEVEDO
393,FERNANDO MASCARENHAS ALVES
393,JULIA APARECIDA DEVIDE NOGUEIRA
393,MARISETE PERALTA SAFONS
393,PAULO JOSE BARBOSA GUTIERRES FILHO
393,PAULO JOSE BARBOSA GUTIERRES FILHO
393,LEONARDO LAMAS LEANDRO RIBEIRO
393,PAULO HENRIQUE AZEVEDO
393,NORIBERTO BARBOSA DA SILVA
393,JESSICA SERAFIM FRASSON
393,LUIZ CEZAR DOS SANTOS
393,PAULA RIBEIRO MESQUITA
393,JONATAS MAIA DA COSTA
393,DANIEL CANTANHEDE BEHMOIRAS
393,GLAUCO FALCAO DE ARAUJO FILHO
393,CLAUDIA MARIA GOULART DOS SANTOS
393,ROCHELLE ROCHA COSTA
393,DULCE MARIA FILGUEIRA DE ALMEIDA
393,RAIANE MAIARA DOS SANTOS PEREIRA
393,LUIZ GUILHERME GROSSI PORTO
393,EDSON MARCELO HUNGARO
393,EDSON MARCELO HUNGARO
393,RICARDO FLAVIO DE ARAUJO BEZERRA
393,RICARDO FLAVIO DE ARAUJO BEZERRA
393,JITONE LEONIDAS SOARES
393,JESSICA SERAFIM FRASSON
393,ALICE MARIA CORREA MEDINA
393,ROCHELLE ROCHA COSTA
393,JULIA APARECIDA DEVIDE NOGUEIRA
393,NORIBERTO BARBOSA DA SILVA
393,ROSANA AMARO
393,PAULO JOSE BARBOSA GUTIERRES FILHO
393,CLAUDIA MARIA GOULART DOS SANTOS
393,DANIEL CANTANHEDE BEHMOIRAS
393,GUIDO DE JESUS DANTAS
393,ROCHELLE ROCHA COSTA
393,ROCHELLE ROCHA COSTA
393,ROCHELLE ROCHA COSTA
393,GUIDO DE JESUS DANTAS
393,ROCHELLE ROCHA COSTA
393,ROCHELLE ROCHA COSTA
393,ROCHELLE ROCHA COSTA
393,GUIDO DE JESUS DANTAS
393,LUIZ RENATO VIEIRA
393,LIDIA MARA AGUIAR BEZERRA DE MELO
393,LIDIA MARA AGUIAR BEZERRA DE MELO
402,HUGO COSTA PAES
402,RODRIGO GURGEL GONCALVES
402,MARIANA MACHADO HECHT
402,JULIANA LOTT DE CARVALHO
402,NADJAR NITZ SILVA LOCIKS DE ARAUJO
402,ANDREA BARRETTO MOTOYAMA
402,ELISABETH CARMEN DUARTE
402,MARIA REGINA FERNANDES DE OLIVEIRA
402,FLORA APARECIDA MILTON
402,HUGO ALVES DE SOUSA
402,FELIPE VON GLEHN SILVA
402,HUDSON FERNANDO NUNES MOURA
402,AMILCAR SABINO DAMAZO
402,ALESSANDRA RAMOS VENOSA
402,FABIOLA CRISTINA RIBEIRO ZUCCHI
402,ROGERIO WAGNER DA SILVA
402,SELMA APARECIDA SOUZA KUCKELHAUS
402,VINICIUS AUGUSTO SIMAO
402,JOSE ROBERTO DE SOUZA DE ALMEIDA LEITE
402,JOSE EDUARDO BARONEZA
402,HENRY MAIA PEIXOTO
402,GILVANIA COUTINHO SILVA FEIJO
402,MARIA LUIZA BARROS FERNANDES BEZERRA
402,LUCAS ALVES DE BRITO OLIVEIRA
402,EUGENIO DOS SANTOS NETO
402,CATIA SOUSA GOVEIA
402,JOSE HENRIQUE LEAL ARAUJO
402,MARIA REGINA CATAI CHALITA
402,ANDRE LUIZ LOPES SAMPAIO
402,HELGA BEZERRA GOMES DA SILVA
402,ALESSANDRA RAMOS VENOSA
402,MALTHUS FONSECA GALVAO
402,JOSE ROBERTO PIMENTA DE GODOY
402,VINICIUS AUGUSTO SIMAO
402,SELMA APARECIDA SOUZA KUCKELHAUS
402,JOSE EDUARDO BARONEZA
402,FLAVIA LARA BARCELOS
402,HERVALDO SAMPAIO CARVALHO
402,FLAVIA DIAS XAVIER
402,FLORA APARECIDA MILTON
402,HUDSON FERNANDO NUNES MOURA
402,JOSE ROBERTO DE SOUZA DE ALMEIDA LEITE
402,VERONICA MOREIRA AMADO
402,AMILCAR SABINO DAMAZO
402,LUCIANA ANSANELI NAVES
402,ROGERIO WAGNER DA SILVA
402,HELENA FERREIRA MOURA
402,NEYSA APARECIDA TINOCO REGATTIERI
402,FELIPE VON GLEHN SILVA
402,CINTIA MENDES CLEMENTE
402,FLAVIA DIAS XAVIER
402,MARIA ALICE DE VILHENA TOLEDO
402,FLAVIO JOSE DUTRA DE MOURA
402,CARLOS HENRIQUE REIS ESSELIN RASSI
402,IZELDA MARIA CARVALHO COSTA
402,RICARDO LUIZ DE MELO MARTINS
402,ANA MARIA COSTA PINHEIRO
402,BARBARA EVELLINE DA SILVA BANDEIRA
402,FLAVIA LARA BARCELOS
402,CIRO MARTINS GOMES
402,CEZAR KOZAK SIMAAN
402,MARCELO PALMEIRA RODRIGUES
402,LUCIANA ANSANELI NAVES
402,VALERIA PAES LIMA
402,JULIANA DE SOUZA LAPA
402,HUGO COSTA PAES
402,CATIA SOUSA GOVEIA
402,RONALDO MAFIA CUENCA
402,IRUENA MORAES KESSLER
402,MALTHUS FONSECA GALVAO
402,HELGA BEZERRA GOMES DA SILVA
402,ALEXANDRE VISCONTI BRICK
402,LUIZ FELIPE DE CAMPOS LOBATO
402,CLAYTON FRANCO MORAES
402,EUGENIO DOS SANTOS NETO
402,ANDREA PEDROSA RIBEIRO ALVES OLIVEIRA
402,MARIA REGINA CATAI CHALITA
402,CARLOS AUGUSTO TEIXEIRA DA CRUZ
402,ROMULO MEDEIROS DE ALMEIDA
402,ANDRE LUIS CONDE WATANABE
402,JOAO BATISTA DE SOUSA
402,ODETE MESSA TORRES
402,KATIA CRESTINE POCAS
402,ANDERSEN CHARLES DAROS
402,LEONORA MACIEL DE SOUZA VIANNA
402,FABIANA PIRANI CARNEIRO
402,ILZE KAIPPERT
402,THIAGO FIGUEIREDO DE CASTRO
402,GABRIEL GRACA DE OLIVEIRA
402,BARBARA EVELLINE DA SILVA BANDEIRA
402,BARBARA EVELLINE DA SILVA BANDEIRA
402,GABRIEL GRACA DE OLIVEIRA
402,GABRIEL GRACA DE OLIVEIRA
402,RAPHAEL BOECHAT BARROS
402,GABRIEL GRACA DE OLIVEIRA
402,RAPHAEL BOECHAT BARROS
402,HUDSON FERNANDO NUNES MOURA
402,VINICIUS AUGUSTO SIMAO
402,ROGERIO WAGNER DA SILVA
402,CINTIA MENDES CLEMENTE
402,AMILCAR SABINO DAMAZO
402,JOSE ROBERTO PIMENTA DE GODOY
402,JOSE ROBERTO DE SOUZA DE ALMEIDA LEITE
402,JOSE EDUARDO BARONEZA
402,HUGO ALVES DE SOUSA
402,JULIANA ARAIS HOCEVAR KRISTOSCHEK
402,WALTER TOLEDO AMARAL
402,MIRIAM DA SILVA WANDERLEY
402,MARCUS VINICIUS VON ZUBEN
402,JOAO NUNES DE MATOS NETO
402,WALQUIRIA QUIDA SALLES PEREIRA PRIMO
402,PAULO SERGIO FRANCA
402,ALBERTO CARLOS MORENO ZACONETA
402,JULIANA ARAIS HOCEVAR KRISTOSCHEK
402,MIRIAM DA SILVA WANDERLEY
402,CERES NUNES DE RESENDE
402,SALETE DA SILVA RIOS CHEN
402,ALEXSANDRA RAMALHO DA COSTA ARUME
402,MARIA LUIZA BARROS FERNANDES BEZERRA
402,FLAVIO DE ASSIS MELO TORRES
402,CLAYTON FRANCO MORAES
402,CATIA SOUSA GOVEIA
402,JOAO BATISTA DE SOUSA
402,JOSE HENRIQUE LEAL ARAUJO
402,CARLOS AUGUSTO TEIXEIRA DA CRUZ
402,EUGENIO DOS SANTOS NETO
402,ANDREA PEDROSA RIBEIRO ALVES OLIVEIRA
402,MARIA REGINA CATAI CHALITA
402,ROMULO MEDEIROS DE ALMEIDA
402,ALESSANDRA RAMOS VENOSA
402,IRUENA MORAES KESSLER
402,RONALDO MAFIA CUENCA
402,ALEXANDRE VISCONTI BRICK
402,ANDRE LUIS CONDE WATANABE
402,ANDRE LUIZ LOPES SAMPAIO
402,LUIZ FELIPE DE CAMPOS LOBATO
402,HELGA BEZERRA GOMES DA SILVA
402,KARINA NASCIMENTO COSTA
402,CELSO TAQUES SALDANHA
402,MARILUCIA ROCHA DE ALMEIDA PICANCO
402,RENATA VASQUES PALHETA AVANCINI
402,RAFAEL PIMENTEL SALDANHA
402,DANIELLE DA SILVA BARBAS
402,RAFAEL PIMENTEL SALDANHA
402,GERALDO MAGELA FERNANDES
402,RENATA VASQUES PALHETA AVANCINI
402,DANIELLE DA SILVA BARBAS
402,MARILUCIA ROCHA DE ALMEIDA PICANCO
402,KARINA NASCIMENTO COSTA
402,RAFAEL PIMENTEL SALDANHA
402,KARINA NASCIMENTO COSTA
402,MARILUCIA ROCHA DE ALMEIDA PICANCO
402,RENATA VASQUES PALHETA AVANCINI
402,JOSE ALFREDO LACERDA DE JESUS
402,JOAO DA COSTA PIMENTEL FILHO
402,ALESSANDRA DOS SANTOS DOMINGUES
402,JOSE ALFREDO LACERDA DE JESUS
402,RENATA VASQUES PALHETA AVANCINI
402,KARINA NASCIMENTO COSTA
402,JOAO DA COSTA PIMENTEL FILHO
402,MARILUCIA ROCHA DE ALMEIDA PICANCO
402,RAFAEL PIMENTEL SALDANHA
402,NADJAR NITZ SILVA LOCIKS DE ARAUJO
402,RODRIGO GURGEL GONCALVES
402,JULIANA LOTT DE CARVALHO
402,MARIANA MACHADO HECHT
402,JULIANA LOTT DE CARVALHO
402,MARIANA MACHADO HECHT
402,NADJAR NITZ SILVA LOCIKS DE ARAUJO
402,RODRIGO GURGEL GONCALVES
402,RODRIGO GURGEL GONCALVES
402,NADJAR NITZ SILVA LOCIKS DE ARAUJO
402,MARIANA MACHADO HECHT
402,JULIANA LOTT DE CARVALHO
402,ALEXANDRE SERGIO DE ARAUJO BEZERRA
402,WALQUIRIA QUIDA SALLES PEREIRA PRIMO
402,MIRIAM DA SILVA WANDERLEY
402,CERES NUNES DE RESENDE
402,PAULO SERGIO FRANCA
402,ALEXSANDRA RAMALHO DA COSTA ARUME
402,WALTER TOLEDO AMARAL
402,JULIANA ARAIS HOCEVAR KRISTOSCHEK
402,SALETE DA SILVA RIOS CHEN
402,ALBERTO CARLOS MORENO ZACONETA
402,MARCUS VINICIUS VON ZUBEN
402,KATIA CRESTINE POCAS
402,ODETE MESSA TORRES
402,FLAVIO DE ASSIS MELO TORRES
402,LUCAS ALVES DE BRITO OLIVEIRA
402,BARBARA EVELLINE DA SILVA BANDEIRA
402,LUCAS ALVES DE BRITO OLIVEIRA
402,BARBARA EVELLINE DA SILVA BANDEIRA
402,HELENA FERREIRA MOURA
402,GABRIEL GRACA DE OLIVEIRA
402,GABRIEL GRACA DE OLIVEIRA
402,HELENA FERREIRA MOURA
402,HELENA FERREIRA MOURA
402,FLAVIA DIAS XAVIER
402,BARBARA EVELLINE DA SILVA BANDEIRA
402,RICARDO LUIZ DE MELO MARTINS
402,MARIA ALICE DE VILHENA TOLEDO
402,RODOLFO REGO DEUSDARA RODRIGUES
402,ILZE KAIPPERT
402,LUCAS ALVES DE BRITO OLIVEIRA
402,ANDREA PEDROSA RIBEIRO ALVES OLIVEIRA
402,ALESSANDRA RAMOS VENOSA
402,LUIS MASSARO WATANABE
402,ALEXANDRE VISCONTI BRICK
402,LUIZ FELIPE DE CAMPOS LOBATO
402,OLIMPIA ALVES TEIXEIRA LIMA
402,JOAO BATISTA DE SOUSA
402,ROMULO MEDEIROS DE ALMEIDA
402,CARLOS AUGUSTO TEIXEIRA DA CRUZ
402,ANDRE LUIS CONDE WATANABE
402,ANDRE LUIZ LOPES SAMPAIO
402,HELGA BEZERRA GOMES DA SILVA
402,CATIA SOUSA GOVEIA
402,JOSE HENRIQUE LEAL ARAUJO
402,CLAYTON FRANCO MORAES
402,IRUENA MORAES KESSLER
402,MARIA REGINA CATAI CHALITA
402,RONALDO MAFIA CUENCA
402,EUGENIO DOS SANTOS NETO
402,JOAO FELIPE GOMIDE DE PAULA SOUZA
402,CEZAR KOZAK SIMAAN
402,CIRO MARTINS GOMES
402,MARCELO PALMEIRA RODRIGUES
402,ALEXANDRE SERGIO DE ARAUJO BEZERRA
402,FELIPE VON GLEHN SILVA
402,JULIANA FORTE MAZZEU DE ARAUJO
402,PEDRO SUDBRACK OLIVEIRA
402,KATIA OLIVEIRA NUNES LEAL
402,RAPHAEL BOECHAT BARROS
402,CINTIA MENDES CLEMENTE
402,FLAVIA ZATTAR PIAZERA
402,AUGUSTO CEZAR FLORENCIO COSTA
402,MARIA REGINA CATAI CHALITA
402,CARLOS HENRIQUE REIS ESSELIN RASSI
402,RICARDO LUIZ DE MELO MARTINS
402,ANA MARIA COSTA PINHEIRO
402,MARIA ALICE DE VILHENA TOLEDO
402,ANDRE LUIZ LOPES SAMPAIO
402,GERALDO MAGELA FERNANDES
402,LEONORA MACIEL DE SOUZA VIANNA
402,FABIANA PIRANI CARNEIRO
402,ANDERSEN CHARLES DAROS
402,WALQUIRIA QUIDA SALLES PEREIRA PRIMO
402,ALBERTO CARLOS MORENO ZACONETA
402,PAULO SERGIO FRANCA
402,ALEXSANDRA RAMALHO DA COSTA ARUME
402,MIRIAM DA SILVA WANDERLEY
402,WALTER TOLEDO AMARAL
402,CERES NUNES DE RESENDE
402,JULIANA ARAIS HOCEVAR KRISTOSCHEK
402,MARCUS VINICIUS VON ZUBEN
402,SALETE DA SILVA RIOS CHEN
402,JOAO NUNES DE MATOS NETO
402,ANA PAULA BORGES CARRIJO
402,HENRY MAIA PEIXOTO
402,RODOLFO REGO DEUSDARA RODRIGUES
402,ROBSON OLIVEIRA DORNELAS
402,GABRIEL GRACA DE OLIVEIRA
402,GABRIEL GRACA DE OLIVEIRA
402,ROBSON OLIVEIRA DORNELAS
402,CERES NUNES DE RESENDE
402,WALTER TOLEDO AMARAL
402,ALBERTO CARLOS MORENO ZACONETA
402,WALQUIRIA QUIDA SALLES PEREIRA PRIMO
402,PAULO SERGIO FRANCA
402,MARCUS VINICIUS VON ZUBEN
402,JULIANA ARAIS HOCEVAR KRISTOSCHEK
402,JOAO NUNES DE MATOS NETO
402,SALETE DA SILVA RIOS CHEN
402,MIRIAM DA SILVA WANDERLEY
402,LUIZ GUILHERME GROSSI PORTO
402,LUIZ CLAUDIO GONCALVES DE CASTRO
402,DANIELLE DA SILVA BARBAS
402,ALESSANDRA DOS SANTOS DOMINGUES
402,CARMEN LIVIA FARIA DA SILVA MARTINS
402,KARINA NASCIMENTO COSTA
402,RODRIGO DOS SANTOS LIMA
402,NEYSA APARECIDA TINOCO REGATTIERI
402,LUIZ CLAUDIO GONCALVES DE CASTRO
402,CELSO TAQUES SALDANHA
402,LISIANE SEGUTI FERREIRA
402,MARILUCIA ROCHA DE ALMEIDA PICANCO
402,EUGENIO DOS SANTOS NETO
402,JULIA LOPES VIEIRA
402,CATIA SOUSA GOVEIA
402,LUIZ CLAUDIO GONCALVES DE CASTRO
402,ALESSANDRA DOS SANTOS DOMINGUES
402,RODRIGO DOS SANTOS LIMA
402,RODOLFO REGO DEUSDARA RODRIGUES
402,HELENA FERREIRA MOURA
402,OLIMPIA ALVES TEIXEIRA LIMA
402,CELSO TAQUES SALDANHA
402,ALBERTO CARLOS MORENO ZACONETA
402,CARLOS HENRIQUE REIS ESSELIN RASSI
402,AUGUSTO CEZAR FLORENCIO COSTA
402,KATIA OLIVEIRA NUNES LEAL
402,ALEXANDRE SERGIO DE ARAUJO BEZERRA
402,FLAVIO JOSE DUTRA DE MOURA
402,CINTIA MENDES CLEMENTE
402,FLAVIA DIAS XAVIER
402,VALERIA PAES LIMA
402,CEZAR KOZAK SIMAAN
402,CIRO MARTINS GOMES
402,FLAVIA ZATTAR PIAZERA
402,RICARDO LUIZ DE MELO MARTINS
402,LUCAS ALVES DE BRITO OLIVEIRA
402,CASSIA VALERIA DE CASTRO
402,KARINA NASCIMENTO COSTA
402,JOSE HENRIQUE LEAL ARAUJO
402,MEIMEI GUIMARAES JUNQUEIRA DE QUEIROS
402,LUIZ CLAUDIO GONCALVES DE CASTRO
402,RODOLFO REGO DEUSDARA RODRIGUES
402,ALEXANDRE VISCONTI BRICK
402,RONALDO MAFIA CUENCA
402,CLAYTON FRANCO MORAES
402,HELGA BEZERRA GOMES DA SILVA
402,JOAO BATISTA DE SOUSA
402,CATIA SOUSA GOVEIA
402,ROMULO MEDEIROS DE ALMEIDA
402,ANDRE LUIS CONDE WATANABE
402,JOSE HENRIQUE LEAL ARAUJO
402,CARLOS AUGUSTO TEIXEIRA DA CRUZ
402,ANDREA PEDROSA RIBEIRO ALVES OLIVEIRA
402,OLIMPIA ALVES TEIXEIRA LIMA
402,CINTIA MENDES CLEMENTE
402,FELIPE VON GLEHN SILVA
402,FLAVIA LARA BARCELOS
402,KATIA OLIVEIRA NUNES LEAL
402,FLAVIO JOSE DUTRA DE MOURA
402,LUCAS ALVES DE BRITO OLIVEIRA
402,BARBARA EVELLINE DA SILVA BANDEIRA
402,BARBARA EVELLINE DA SILVA BANDEIRA
402,LUCAS ALVES DE BRITO OLIVEIRA
402,BARBARA EVELLINE DA SILVA BANDEIRA
402,LUCAS ALVES DE BRITO OLIVEIRA
402,BARBARA EVELLINE DA SILVA BANDEIRA
402,LUCAS ALVES DE BRITO OLIVEIRA
402,ELIZA CARLA BARROSO DUARTE
402,ELIZA CARLA BARROSO DUARTE
402,DORALINA DO AMARAL RABELLO RAMOS
402,DORALINA DO AMARAL RABELLO RAMOS
402,DORALINA DO AMARAL RABELLO RAMOS
402,HUGO COSTA PAES
402,ANDERSEN CHARLES DAROS
402,GUSTAVO HENRIQUE SOARES TAKANO
402,RODRIGO GURGEL GONCALVES
402,NADJAR NITZ SILVA LOCIKS DE ARAUJO
402,MARIANA MACHADO HECHT
402,JULIANA LOTT DE CARVALHO
402,JULIANA LOTT DE CARVALHO
402,NADJAR NITZ SILVA LOCIKS DE ARAUJO
402,MARIANA MACHADO HECHT
402,RODRIGO GURGEL GONCALVES
402,ANDREA BARRETTO MOTOYAMA
402,VALERIA PAES LIMA
402,JULIANA DE SOUZA LAPA
402,GUSTAVO ADOLFO SIERRA ROMERO
402,HUGO COSTA PAES
402,HUGO COSTA PAES
402,GUSTAVO HENRIQUE SOARES TAKANO
402,LEONORA MACIEL DE SOUZA VIANNA
402,ELIZA CARLA BARROSO DUARTE
402,RIVADAVIO FERNANDES BATISTA DE AMORIM
402,ANDERSEN CHARLES DAROS
402,GUSTAVO HENRIQUE SOARES TAKANO
402,LEONORA MACIEL DE SOUZA VIANNA
402,FLAVIA ZATTAR PIAZERA
402,ALEXANDRE SERGIO DE ARAUJO BEZERRA
402,SELMA APARECIDA SOUZA KUCKELHAUS
402,HUGO ALVES DE SOUSA
402,JOSE ROBERTO PIMENTA DE GODOY
402,ANDRE MORAES NICOLA
402,TATIANA KARLA DOS SANTOS BORGES
402,JOAO FELIPE GOMIDE DE PAULA SOUZA
402,TOMAS AIZA ALVAREZ
402,RICARDO LUIZ DE MELO MARTINS
402,MARCELO PALMEIRA RODRIGUES
402,IRUENA MORAES KESSLER
402,IRUENA MORAES KESSLER
402,IRUENA MORAES KESSLER
402,IRUENA MORAES KESSLER
402,FABIO DA COSTA SALES
402,FABIO DA COSTA SALES
402,JOSE ROBERTO PIMENTA DE GODOY
402,HUDSON FERNANDO NUNES MOURA
402,FLORA APARECIDA MILTON
402,FABIO DA COSTA SALES
402,HUGO ALVES DE SOUSA
402,HUGO ALVES DE SOUSA
402,FABIO DA COSTA SALES
402,IRUENA MORAES KESSLER
402,IRUENA MORAES KESSLER
402,IRUENA MORAES KESSLER
402,IRUENA MORAES KESSLER
402,MARILUCIA ROCHA DE ALMEIDA PICANCO
402,KARINA NASCIMENTO COSTA
402,ROSANA MARIA TRISTAO
402,MARILUCIA ROCHA DE ALMEIDA PICANCO
402,KARINA NASCIMENTO COSTA
402,ROSANA MARIA TRISTAO
402,LUCAS ALVES DE BRITO OLIVEIRA
402,LUCIA ROLIM SANTANA DE FREITAS
666,MARIA CRISTINA DE OLIVEIRA
666,MARCELO HENRIQUE LEAO SANTOS
666,DONARIA COELHO DUARTE
666,JEAN LOUIS LE GUERROUE
666,WILLIAM SANTANA
666,MARIO LUCIO DE AVILA
666,RICARDO TOLEDO NEDER
666,DULCE MARIA SUCENA DA ROCHA
666,CLARICE APARECIDA DOS SANTOS
666,ELIENE NOVAES ROCHA
666,RONI IVAN ROCHA DE OLIVEIRA
666,CLARICE APARECIDA DOS SANTOS
666,ELIENE NOVAES ROCHA
666,LUIS ANTONIO PASQUETTI
666,ELIENE NOVAES ROCHA
666,FELIPE CANOVA GONCALVES
